01,01
01,02
01,07
01,11
01,12
01,13
01,14
01,15
01,16
01,17
01,21
01,22
01,23
01,24
01,28
02,01
02,02
02,06
02,07
02,11
02,12
02,13
02,14
02,18
02,20
02,21
02,22
02,23
02,24
02,25
02,28
03,01
03,02
03,05
03,06
03,11
03,12
03,13
03,18
03,19
03,20
03,21
03,22
03,23
03,24
03,28
04,04
04,05
04,06
04,07
04,08
04,11
04,12
04,13
04,18
04,19
04,20
04,21
04,22
04,23
04,24
04,28
04,29
04,30
05,04
05,05
05,06
05,07
05,08
05,09
05,10
05,11
05,12
05,13
05,18
05,19
05,20
05,21
05,22
05,23
05,24
05,25
05,28
05,29
05,30
06,04
06,05
06,06
06,07
06,08
06,09
06,10
06,11
06,12
06,13
06,15
06,16
06,17
06,18
06,20
06,21
06,22
06,23
06,24
06,25
06,26
06,27
06,28
06,29
06,30
07,04
07,05
07,06
07,07
07,08
07,09
07,10
07,11
07,12
07,15
07,16
07,17
07,18
07,21
07,22
07,23
07,24
07,25
07,26
07,27
07,28
07,29
07,30
08,01
08,02
08,03
08,04
08,05
08,06
08,07
08,08
08,09
08,10
08,11
08,12
08,14
08,15
08,16
08,17
08,18
08,21
08,22
08,23
08,24
08,25
08,26
08,27
08,28
08,29
08,30
09,01
09,02
09,03
09,04
09,05
09,06
09,07
09,08
09,09
09,10
09,11
09,12
09,13
09,14
09,15
09,16
09,17
09,18
09,19
09,20
09,21
09,22
09,23
09,24
09,25
09,26
09,27
09,28
09,29
09,30
10,01
10,02
10,03
10,04
10,05
10,06
10,07
10,08
10,09
10,10
10,11
10,12
10,13
10,14
10,15
10,16
10,17
10,18
10,19
10,20
10,21
10,22
10,23
10,24
10,25
10,26
10,27
10,28
10,29
10,30
11,01
11,04
11,05
11,06
11,07
11,08
11,09
11,10
11,11
11,12
11,13
11,14
11,15
11,16
11,17
11,18
11,19
11,20
11,21
11,22
11,23
11,24
11,25
11,26
11,27
11,28
12,01
12,04
12,05
12,08
12,09
12,10
12,11
12,12
12,13
12,14
12,15
12,16
12,20
12,21
12,22
12,23
12,24
12,25
12,26
12,27
12,28
13,01
13,02
13,05
13,07
13,08
13,10
13,11
13,12
13,13
13,14
13,15
13,16
13,20
13,21
13,22
13,23
13,24
13,25
13,26
13,27
13,28
14,01
14,02
14,05
14,10
14,11
14,12
14,13
14,14
14,15
14,16
14,20
14,21
14,22
14,23
14,24
14,25
14,26
14,27
14,28
14,29
15,01
15,02
15,05
15,06
15,10
15,11
15,12
15,13
15,20
15,21
15,22
15,23
15,24
15,25
15,26
15,27
15,28
15,29
15,30
16,01
16,02
16,03
16,10
16,11
16,12
16,13
16,19
16,20
16,21
16,22
16,23
16,24
16,25
16,26
16,27
16,28
16,29
17,01
17,02
17,03
17,04
17,06
17,10
17,11
17,12
17,13
17,14
17,17
17,18
17,19
17,20
17,21
17,22
17,23
17,24
17,25
17,26
17,27
17,28
18,01
18,02
18,03
18,04
18,05
18,06
18,09
18,10
18,11
18,12
18,13
18,16
18,17
18,18
18,19
18,20
18,21
18,22
18,23
18,24
18,25
18,26
18,27
18,28
19,01
19,02
19,03
19,04
19,05
19,06
19,07
19,10
19,11
19,12
19,17
19,18
19,19
19,20
19,21
19,22
19,23
19,24
19,25
19,26
19,27
20,02
20,03
20,04
20,05
20,06
20,07
20,08
20,09
20,10
20,11
20,17
20,18
20,19
20,20
20,21
20,22
20,23
20,24
20,25
20,26
20,27
21,03
21,04
21,05
21,06
21,07
21,08
21,09
21,10
21,11
21,12
21,17
21,18
21,19
21,20
21,21
21,22
21,23
21,24
21,25
21,26
21,27
22,05
22,06
22,07
22,08
22,09
22,10
22,11
22,12
22,14
22,15
22,16
22,17
22,18
22,19
22,20
22,21
22,22
22,23
22,24
22,25
22,26
22,27
23,06
23,07
23,08
23,09
23,10
23,11
23,12
23,14
23,15
23,16
23,17
23,18
23,19
23,20
23,21
23,22
23,23
23,24
23,25
23,26
23,27
24,06
24,07
24,08
24,09
24,10
24,11
24,13
24,14
24,15
24,16
24,17
24,18
24,19
24,20
24,21
24,22
24,23
24,24
24,25
24,26
24,27
25,01
25,05
25,06
25,07
25,08
25,09
25,10
25,11
25,13
25,14
25,15
25,16
25,17
25,18
25,19
25,20
25,21
25,22
25,23
25,24
25,25
25,26
25,27
25,28
26,01
26,02
26,03
26,06
26,07
26,08
26,11
26,13
26,14
26,15
26,16
26,17
26,18
26,19
26,20
26,21
26,22
26,26
26,27
26,28
27,01
27,02
27,03
27,04
27,06
27,12
27,15
28,01
28,02
28,03
28,04
28,05
28,14
28,15
28,16
28,17
28,18
28,19
28,20
28,30
29,01
29,02
29,03
29,04
29,15
29,16
29,17
29,18
29,19
29,20
29,30
30,16
30,17
30,18
30,19
30,20
30,30
